#------------------------------------------------------------------------------
# GPX input data file
# Created on:   2018-06-22 12:51:19
PROBLEM_NAME: noswot
#------------------------------------------------------------------------------
# objective_coef_index objective_coef_value
OBJECTIVE_START
51 -1.000000
53 -1.000000
55 -1.000000
57 -1.000000
59 -1.000000
61 -1.000000
63 -1.000000
65 -1.000000
67 -1.000000
69 -1.000000
71 -1.000000
73 -1.000000
75 -1.000000
77 -1.000000
79 -1.000000
81 -1.000000
83 -1.000000
85 -1.000000
87 -1.000000
89 -1.000000
91 -1.000000
93 -1.000000
95 -1.000000
97 -1.000000
99 -1.000000
#------------------------------------------------------------------------------
# row_name row_sense row_rhs row_rngval
ROWS_START
c156 G 0.000000 0.000000
c157 G -21.000000 0.000000
c158 G 0.000000 0.000000
c159 G -21.000000 0.000000
c160 G 0.000000 0.000000
c161 G -21.000000 0.000000
c162 G 0.000000 0.000000
c163 G -21.000000 0.000000
c164 G 0.000000 0.000000
c165 G -21.000000 0.000000
c166 L 1.000000 0.000000
c167 L 0.000000 0.000000
c168 L 0.000000 0.000000
c169 L 0.000000 0.000000
c170 L 0.000000 0.000000
c171 L 0.000000 0.000000
c172 G 0.000000 0.000000
c173 L 0.000000 0.000000
c174 G 0.000000 0.000000
c175 L 0.000000 0.000000
c176 G 0.000000 0.000000
c177 L 0.000000 0.000000
c178 G 0.000000 0.000000
c179 L 0.000000 0.000000
c180 G 0.000000 0.000000
c181 L 0.000000 0.000000
c182 L 2.000000 0.000000
#------------------------------------------------------------------------------
# col_name col_type col_lower_bound col_upper_bound
COLUMNS_START
x1 I 0.000000 1.000000
x2 I 0.000000 1.000000
x3 I 0.000000 1.000000
x4 I 0.000000 1.000000
x5 I 0.000000 1.000000
x6 I 0.000000 1.000000
x7 I 0.000000 1.000000
x8 I 0.000000 1.000000
x9 I 0.000000 1.000000
x10 I 0.000000 1.000000
x11 I 0.000000 1.000000
x12 I 0.000000 1.000000
x13 I 0.000000 1.000000
x14 I 0.000000 1.000000
x15 I 0.000000 1.000000
x16 I 0.000000 1.000000
x17 I 0.000000 1.000000
x18 I 0.000000 1.000000
x19 I 0.000000 1.000000
x20 I 0.000000 1.000000
x21 I 0.000000 1.000000
x22 I 0.000000 1.000000
x23 I 0.000000 1.000000
x24 I 0.000000 1.000000
x25 I 0.000000 1.000000
x26 I 0.000000 1.000000
x27 I 0.000000 1.000000
x28 I 0.000000 1.000000
x29 I 0.000000 1.000000
x30 I 0.000000 1.000000
x31 I 0.000000 1.000000
x32 I 0.000000 1.000000
x33 I 0.000000 1.000000
x34 I 0.000000 1.000000
x35 I 0.000000 1.000000
x36 I 0.000000 1.000000
x37 I 0.000000 1.000000
x38 I 0.000000 1.000000
x39 I 0.000000 1.000000
x40 I 0.000000 1.000000
x41 I 0.000000 1.000000
x42 I 0.000000 1.000000
x43 I 0.000000 1.000000
x44 I 0.000000 1.000000
x45 I 0.000000 1.000000
x46 I 0.000000 1.000000
x47 I 0.000000 1.000000
x48 I 0.000000 1.000000
x49 I 0.000000 1.000000
x50 I 0.000000 1.000000
x51 I 0.000000 1.000000
x52 I 0.000000 100000.000000
x53 I 0.000000 1.000000
x54 I 0.000000 100000.000000
x55 I 0.000000 1.000000
x56 I 0.000000 100000.000000
x57 I 0.000000 1.000000
x58 I 0.000000 100000.000000
x59 I 0.000000 1.000000
x60 I 0.000000 100000.000000
x61 I 0.000000 1.000000
x62 I 0.000000 100000.000000
x63 I 0.000000 1.000000
x64 I 0.000000 100000.000000
x65 I 0.000000 1.000000
x66 I 0.000000 100000.000000
x67 I 0.000000 1.000000
x68 I 0.000000 100000.000000
x69 I 0.000000 1.000000
x70 I 0.000000 100000.000000
x71 I 0.000000 1.000000
x72 I 0.000000 100000.000000
x73 I 0.000000 1.000000
x74 I 0.000000 100000.000000
x75 I 0.000000 1.000000
x76 I 0.000000 100000.000000
x77 I 0.000000 1.000000
x78 I 0.000000 100000.000000
x79 I 0.000000 1.000000
x80 I 0.000000 100000.000000
x81 I 0.000000 1.000000
x82 I 0.000000 100000.000000
x83 I 0.000000 1.000000
x84 I 0.000000 100000.000000
x85 I 0.000000 1.000000
x86 I 0.000000 100000.000000
x87 I 0.000000 1.000000
x88 I 0.000000 100000.000000
x89 I 0.000000 1.000000
x90 I 0.000000 100000.000000
x91 I 0.000000 1.000000
x92 I 0.000000 100000.000000
x93 I 0.000000 1.000000
x94 I 0.000000 100000.000000
x95 I 0.000000 1.000000
x96 I 0.000000 100000.000000
x97 I 0.000000 1.000000
x98 I 0.000000 100000.000000
x99 I 0.000000 1.000000
x100 I 0.000000 100000.000000
x101 C 0.000000 100000000000000000000.000000
x102 C 0.000000 100000000000000000000.000000
x103 C 0.000000 100000000000000000000.000000
x104 C 0.000000 100000000000000000000.000000
x105 C 0.000000 100000000000000000000.000000
x106 C 0.000000 100000000000000000000.000000
x107 C 0.000000 100000000000000000000.000000
x108 C 0.000000 100000000000000000000.000000
x109 C 0.000000 100000000000000000000.000000
x110 C 0.000000 100000000000000000000.000000
x111 C 0.000000 100000000000000000000.000000
x112 C 0.000000 100000000000000000000.000000
x113 C 0.000000 100000000000000000000.000000
x114 C 0.000000 100000000000000000000.000000
x115 C 0.000000 100000000000000000000.000000
x116 C 0.000000 100000000000000000000.000000
x117 C 0.000000 100000000000000000000.000000
x118 C 0.000000 100000000000000000000.000000
x119 C 0.000000 100000000000000000000.000000
x120 C 0.000000 100000000000000000000.000000
x121 C 0.000000 100000000000000000000.000000
x122 C 0.000000 100000000000000000000.000000
x123 C 0.000000 100000000000000000000.000000
x124 C 0.000000 100000000000000000000.000000
x125 C 0.000000 100000000000000000000.000000
x126 C 0.000000 100000000000000000000.000000
x127 C 0.000000 100000000000000000000.000000
x128 C 0.000000 100000000000000000000.000000
#------------------------------------------------------------------------------
# elem_in_row_index elem_in_col_index elem_value
ELEMENTS_START
0 51 1.000000
0 53 1.000000
0 55 1.000000
0 57 1.000000
0 59 1.000000
0 61 1.000000
0 63 1.000000
0 65 1.000000
0 67 1.000000
0 69 1.000000
0 71 1.000000
0 73 1.000000
0 75 1.000000
0 77 1.000000
0 79 1.000000
0 81 1.000000
0 83 1.000000
0 85 1.000000
0 87 1.000000
0 89 1.000000
0 91 1.000000
0 93 1.000000
0 95 1.000000
0 97 1.000000
0 99 1.000000
1 50 -20.000000
1 51 2.083300
1 100 1.000000
2 52 -20.000000
2 53 2.083300
2 101 1.000000
3 54 -20.000000
3 55 2.083300
3 102 1.000000
4 56 -20.000000
4 57 2.083300
4 103 1.000000
5 58 -16.000000
5 59 2.083300
5 104 1.000000
6 50 -1.000000
6 51 1.000000
7 50 -9.600000
7 51 1.000000
8 52 -1.000000
8 53 1.000000
9 52 -9.600000
9 53 1.000000
10 54 -1.000000
10 55 1.000000
11 54 -9.600000
11 55 1.000000
12 56 -1.000000
12 57 1.000000
13 56 -9.600000
13 57 1.000000
14 58 -1.000000
14 59 1.000000
15 58 -7.680000
15 59 1.000000
16 0 21.000000
16 60 -0.666700
16 61 -2.976200
16 100 1.000000
16 105 -1.000000
17 0 -21.000000
17 50 -0.750000
17 51 -2.083300
17 100 -1.000000
17 105 1.000000
18 1 21.000000
18 62 -0.666700
18 63 -2.976200
18 101 1.000000
18 106 -1.000000
19 1 -21.000000
19 52 -0.750000
19 53 -2.083300
19 101 -1.000000
19 106 1.000000
20 2 21.000000
20 64 -0.666700
20 65 -2.976200
20 102 1.000000
20 107 -1.000000
21 2 -21.000000
21 54 -0.750000
21 55 -2.083300
21 102 -1.000000
21 107 1.000000
22 3 21.000000
22 66 -0.666700
22 67 -2.976200
22 103 1.000000
22 108 -1.000000
23 3 -21.000000
23 56 -0.750000
23 57 -2.083300
23 103 -1.000000
23 108 1.000000
24 4 21.000000
24 68 -0.666700
24 69 -2.976200
24 104 1.000000
24 109 -1.000000
25 4 -21.000000
25 58 -0.750000
25 59 -2.083300
25 104 -1.000000
25 109 1.000000
26 5 21.000000
26 70 -0.666700
26 71 -3.472200
26 100 1.000000
26 110 -1.000000
27 5 -21.000000
27 50 -0.666700
27 51 -2.083300
27 100 -1.000000
27 110 1.000000
28 6 21.000000
28 72 -0.666700
28 73 -3.472200
28 101 1.000000
28 111 -1.000000
29 6 -21.000000
29 52 -0.666700
29 53 -2.083300
29 101 -1.000000
29 111 1.000000
30 7 21.000000
30 74 -0.666700
30 75 -3.472200
30 102 1.000000
30 112 -1.000000
31 7 -21.000000
31 54 -0.666700
31 55 -2.083300
31 102 -1.000000
31 112 1.000000
32 8 21.000000
32 76 -0.666700
32 77 -3.472200
32 103 1.000000
32 113 -1.000000
33 8 -21.000000
33 56 -0.666700
33 57 -2.083300
33 103 -1.000000
33 113 1.000000
34 9 21.000000
34 78 -0.666700
34 79 -3.472200
34 104 1.000000
34 114 -1.000000
35 9 -21.000000
35 58 -0.666700
35 59 -2.083300
35 104 -1.000000
35 114 1.000000
36 10 21.000000
36 80 -0.250000
36 81 -2.240100
36 100 1.000000
36 115 -1.000000
37 10 -21.000000
37 50 -0.250000
37 51 -2.083300
37 100 -1.000000
37 115 1.000000
38 11 21.000000
38 82 -0.250000
38 83 -2.240100
38 101 1.000000
38 116 -1.000000
39 11 -21.000000
39 52 -0.250000
39 53 -2.083300
39 101 -1.000000
39 116 1.000000
40 12 21.000000
40 84 -0.250000
40 85 -2.240100
40 102 1.000000
40 117 -1.000000
41 12 -21.000000
41 54 -0.250000
41 55 -2.083300
41 102 -1.000000
41 117 1.000000
42 13 21.000000
42 86 -0.250000
42 87 -2.240100
42 103 1.000000
42 118 -1.000000
43 13 -21.000000
43 56 -0.250000
43 57 -2.083300
43 103 -1.000000
43 118 1.000000
44 14 21.000000
44 88 -0.250000
44 89 -2.240100
44 104 1.000000
44 119 -1.000000
45 14 -21.000000
45 58 -0.250000
45 59 -2.083300
45 104 -1.000000
45 119 1.000000
46 15 21.000000
46 90 -0.666700
46 91 -2.083300
46 100 1.000000
46 120 -1.000000
47 15 -21.000000
47 50 -0.250000
47 51 -2.083300
47 100 -1.000000
47 120 1.000000
48 16 21.000000
48 92 -0.666700
48 93 -2.083300
48 101 1.000000
48 121 -1.000000
49 16 -21.000000
49 52 -0.250000
49 53 -2.083300
49 101 -1.000000
49 121 1.000000
50 17 21.000000
50 94 -0.666700
50 95 -2.083300
50 102 1.000000
50 122 -1.000000
51 17 -21.000000
51 54 -0.250000
51 55 -2.083300
51 102 -1.000000
51 122 1.000000
52 18 21.000000
52 96 -0.666700
52 97 -2.083300
52 103 1.000000
52 123 -1.000000
53 18 -21.000000
53 56 -0.250000
53 57 -2.083300
53 103 -1.000000
53 123 1.000000
54 19 21.000000
54 98 -0.666700
54 99 -2.083300
54 104 1.000000
54 124 -1.000000
55 19 -21.000000
55 58 -0.250000
55 59 -2.083300
55 104 -1.000000
55 124 1.000000
56 51 1.000000
56 53 1.000000
56 55 1.000000
56 57 1.000000
56 59 1.000000
57 60 -20.000000
57 61 2.976200
57 105 1.000000
58 62 -20.000000
58 63 2.976200
58 106 1.000000
59 64 -20.000000
59 65 2.976200
59 107 1.000000
60 66 -20.000000
60 67 2.976200
60 108 1.000000
61 68 -16.000000
61 69 2.976200
61 109 1.000000
62 60 -1.000000
62 61 1.000000
63 60 -6.720000
63 61 1.000000
64 62 -1.000000
64 63 1.000000
65 62 -6.720000
65 63 1.000000
66 64 -1.000000
66 65 1.000000
67 64 -6.720000
67 65 1.000000
68 66 -1.000000
68 67 1.000000
69 66 -6.720000
69 67 1.000000
70 68 -1.000000
70 69 1.000000
71 68 -5.376000
71 69 1.000000
72 20 21.000000
72 70 -0.750000
72 71 -3.472200
72 105 1.000000
72 110 -1.000000
73 20 -21.000000
73 60 -0.666700
73 61 -2.976200
73 105 -1.000000
73 110 1.000000
74 21 21.000000
74 72 -0.750000
74 73 -3.472200
74 106 1.000000
74 111 -1.000000
75 21 -21.000000
75 62 -0.666700
75 63 -2.976200
75 106 -1.000000
75 111 1.000000
76 22 21.000000
76 74 -0.750000
76 75 -3.472200
76 107 1.000000
76 112 -1.000000
77 22 -21.000000
77 64 -0.666700
77 65 -2.976200
77 107 -1.000000
77 112 1.000000
78 23 21.000000
78 76 -0.750000
78 77 -3.472200
78 108 1.000000
78 113 -1.000000
79 23 -21.000000
79 66 -0.666700
79 67 -2.976200
79 108 -1.000000
79 113 1.000000
80 24 21.000000
80 78 -0.750000
80 79 -3.472200
80 109 1.000000
80 114 -1.000000
81 24 -21.000000
81 68 -0.666700
81 69 -2.976200
81 109 -1.000000
81 114 1.000000
82 25 21.000000
82 80 -0.750000
82 81 -2.240100
82 105 1.000000
82 115 -1.000000
83 25 -21.000000
83 60 -0.666700
83 61 -2.976200
83 105 -1.000000
83 115 1.000000
84 26 21.000000
84 82 -0.750000
84 83 -2.240100
84 106 1.000000
84 116 -1.000000
85 26 -21.000000
85 62 -0.666700
85 63 -2.976200
85 106 -1.000000
85 116 1.000000
86 27 21.000000
86 84 -0.750000
86 85 -2.240100
86 107 1.000000
86 117 -1.000000
87 27 -21.000000
87 64 -0.666700
87 65 -2.976200
87 107 -1.000000
87 117 1.000000
88 28 21.000000
88 86 -0.750000
88 87 -2.240100
88 108 1.000000
88 118 -1.000000
89 28 -21.000000
89 66 -0.666700
89 67 -2.976200
89 108 -1.000000
89 118 1.000000
90 29 21.000000
90 88 -0.750000
90 89 -2.240100
90 109 1.000000
90 119 -1.000000
91 29 -21.000000
91 68 -0.666700
91 69 -2.976200
91 109 -1.000000
91 119 1.000000
92 30 21.000000
92 90 -0.750000
92 91 -2.083300
92 105 1.000000
92 120 -1.000000
93 30 -21.000000
93 60 -0.666700
93 61 -2.976200
93 105 -1.000000
93 120 1.000000
94 31 21.000000
94 92 -0.750000
94 93 -2.083300
94 106 1.000000
94 121 -1.000000
95 31 -21.000000
95 62 -0.666700
95 63 -2.976200
95 106 -1.000000
95 121 1.000000
96 32 21.000000
96 94 -0.750000
96 95 -2.083300
96 107 1.000000
96 122 -1.000000
97 32 -21.000000
97 64 -0.666700
97 65 -2.976200
97 107 -1.000000
97 122 1.000000
98 33 21.000000
98 96 -0.750000
98 97 -2.083300
98 108 1.000000
98 123 -1.000000
99 33 -21.000000
99 66 -0.666700
99 67 -2.976200
99 108 -1.000000
99 123 1.000000
100 34 21.000000
100 98 -0.750000
100 99 -2.083300
100 109 1.000000
100 124 -1.000000
101 34 -21.000000
101 68 -0.666700
101 69 -2.976200
101 109 -1.000000
101 124 1.000000
102 61 1.000000
102 63 1.000000
102 65 1.000000
102 67 1.000000
102 69 1.000000
103 61 1.000000
103 63 1.000000
103 65 1.000000
103 67 1.000000
103 69 1.000000
104 70 -20.000000
104 71 3.472200
104 110 1.000000
105 72 -20.000000
105 73 3.472200
105 111 1.000000
106 74 -20.000000
106 75 3.472200
106 112 1.000000
107 76 -20.000000
107 77 3.472200
107 113 1.000000
108 78 -16.000000
108 79 3.472200
108 114 1.000000
109 70 -1.000000
109 71 1.000000
110 70 -5.760000
110 71 1.000000
111 72 -1.000000
111 73 1.000000
112 72 -5.760000
112 73 1.000000
113 74 -1.000000
113 75 1.000000
114 74 -5.760000
114 75 1.000000
115 76 -1.000000
115 77 1.000000
116 76 -5.760000
116 77 1.000000
117 78 -1.000000
117 79 1.000000
118 78 -4.608000
118 79 1.000000
119 35 21.000000
119 80 -0.666700
119 81 -2.240100
119 110 1.000000
119 115 -1.000000
120 35 -21.000000
120 70 -0.666700
120 71 -3.472200
120 110 -1.000000
120 115 1.000000
121 36 21.000000
121 82 -0.666700
121 83 -2.240100
121 111 1.000000
121 116 -1.000000
122 36 -21.000000
122 72 -0.666700
122 73 -3.472200
122 111 -1.000000
122 116 1.000000
123 37 21.000000
123 84 -0.666700
123 85 -2.240100
123 112 1.000000
123 117 -1.000000
124 37 -21.000000
124 74 -0.666700
124 75 -3.472200
124 112 -1.000000
124 117 1.000000
125 38 21.000000
125 86 -0.666700
125 87 -2.240100
125 113 1.000000
125 118 -1.000000
126 38 -21.000000
126 76 -0.666700
126 77 -3.472200
126 113 -1.000000
126 118 1.000000
127 39 21.000000
127 88 -0.666700
127 89 -2.240100
127 114 1.000000
127 119 -1.000000
128 39 -21.000000
128 78 -0.666700
128 79 -3.472200
128 114 -1.000000
128 119 1.000000
129 40 21.000000
129 90 -0.666700
129 91 -2.083300
129 110 1.000000
129 120 -1.000000
130 40 -21.000000
130 70 -0.666700
130 71 -3.472200
130 110 -1.000000
130 120 1.000000
131 41 21.000000
131 92 -0.666700
131 93 -2.083300
131 111 1.000000
131 121 -1.000000
132 41 -21.000000
132 72 -0.666700
132 73 -3.472200
132 111 -1.000000
132 121 1.000000
133 42 21.000000
133 94 -0.666700
133 95 -2.083300
133 112 1.000000
133 122 -1.000000
134 42 -21.000000
134 74 -0.666700
134 75 -3.472200
134 112 -1.000000
134 122 1.000000
135 43 21.000000
135 96 -0.666700
135 97 -2.083300
135 113 1.000000
135 123 -1.000000
136 43 -21.000000
136 76 -0.666700
136 77 -3.472200
136 113 -1.000000
136 123 1.000000
137 44 21.000000
137 98 -0.666700
137 99 -2.083300
137 114 1.000000
137 124 -1.000000
138 44 -21.000000
138 78 -0.666700
138 79 -3.472200
138 114 -1.000000
138 124 1.000000
139 71 1.000000
139 73 1.000000
139 75 1.000000
139 77 1.000000
139 79 1.000000
140 80 -20.000000
140 81 2.240100
140 115 1.000000
141 82 -20.000000
141 83 2.240100
141 116 1.000000
142 84 -20.000000
142 85 2.240100
142 117 1.000000
143 86 -20.000000
143 87 2.240100
143 118 1.000000
144 88 -16.000000
144 89 2.240100
144 119 1.000000
145 80 -1.000000
145 81 1.000000
146 80 -8.928000
146 81 1.000000
146 126 1.000000
147 82 -1.000000
147 83 1.000000
148 82 -8.928000
148 83 1.000000
148 125 1.000000
149 84 -1.000000
149 85 1.000000
150 84 -8.928000
150 85 1.000000
150 127 2.000000
151 86 -1.000000
151 87 1.000000
152 86 -8.928000
152 87 1.000000
152 127 3.000000
153 88 -1.000000
153 89 1.000000
154 88 -7.142400
154 89 1.000000
154 127 4.000000
155 45 21.000000
155 90 -0.666700
155 91 -2.083300
155 115 1.000000
155 120 -1.000000
156 45 -21.000000
156 80 -0.250000
156 81 -2.240100
156 115 -1.000000
156 120 1.000000
157 46 21.000000
157 92 -0.666700
157 93 -2.083300
157 116 1.000000
157 121 -1.000000
158 46 -21.000000
158 82 -0.250000
158 83 -2.240100
158 116 -1.000000
158 121 1.000000
159 47 21.000000
159 94 -0.666700
159 95 -2.083300
159 117 1.000000
159 122 -1.000000
160 47 -21.000000
160 84 -0.250000
160 85 -2.240100
160 117 -1.000000
160 122 1.000000
161 48 21.000000
161 96 -0.666700
161 97 -2.083300
161 118 1.000000
161 123 -1.000000
162 48 -21.000000
162 86 -0.250000
162 87 -2.240100
162 118 -1.000000
162 123 1.000000
163 49 21.000000
163 98 -0.666700
163 99 -2.083300
163 119 1.000000
163 124 -1.000000
164 49 -21.000000
164 88 -0.250000
164 89 -2.240100
164 119 -1.000000
164 124 1.000000
165 81 1.000000
165 83 1.000000
165 85 1.000000
165 87 1.000000
165 89 1.000000
166 90 -20.000000
166 91 2.083300
166 120 1.000000
167 92 -20.000000
167 93 2.083300
167 121 1.000000
168 94 -20.000000
168 95 2.083300
168 122 1.000000
169 96 -20.000000
169 97 2.083300
169 123 1.000000
170 98 -16.000000
170 99 2.083300
170 124 1.000000
171 90 -1.000000
171 91 1.000000
172 90 -9.600000
172 91 1.000000
173 92 -1.000000
173 93 1.000000
174 92 -9.600000
174 93 1.000000
175 94 -1.000000
175 95 1.000000
176 94 -9.600000
176 95 1.000000
177 96 -1.000000
177 97 1.000000
178 96 -9.600000
178 97 1.000000
179 98 -1.000000
179 99 1.000000
180 98 -7.680000
180 99 1.000000
181 91 1.000000
181 93 1.000000
181 95 1.000000
181 97 1.000000
181 99 1.000000
END_DATA
